Index	Wastewater Treatment Plant	County	Date	Population Served	Viral Gene Copies Per Person	Viral Gene Copies/L
5,182	Salisbury 2 (CDC Contract)	Rowan	11/21/2022	22,940	89,537,562	395,488
5,183	Salisbury 2 (CDC Contract)	Rowan	11/17/2022	22,940	172,120,692	570,609
5,184	Salisbury 2 (CDC Contract)	Rowan	11/15/2022	22,940	137,329,212	614,647
5,185	Salisbury 2 (CDC Contract)	Rowan	11/10/2022	22,940	563,689,944	2,558,825
5,186	Salisbury 2 (CDC Contract)	Rowan	11/8/2022	22,940	180,587,150	724,276
5,187	Salisbury 2 (CDC Contract)	Rowan	11/3/2022	22,940	169,576,879	716,137
5,188	Salisbury 2 (CDC Contract)	Rowan	11/1/2022	22,940	138,962,246	617,396
5,189	Salisbury 2 (CDC Contract)	Rowan	10/27/2022	22,940	290,134,832	1,126,364
5,190	Salisbury 2 (CDC Contract)	Rowan	10/25/2022	22,940	169,879,654	657,822
5,191	Salisbury 2 (CDC Contract)	Rowan	10/20/2022	22,940	107,222,013	401,594
5,192	Salisbury 2 (CDC Contract)	Rowan	10/18/2022	22,940	104,391,853	390,994
5,193	Salisbury 2 (CDC Contract)	Rowan	10/13/2022	22,940	87,511,394	329,807
5,194	Salisbury 2 (CDC Contract)	Rowan	10/11/2022	22,940	57,241,104	194,335
5,195	Salisbury 2 (CDC Contract)	Rowan	10/6/2022	22,940	183,051,831	612,882
5,196	Salisbury 2 (CDC Contract)	Rowan	10/4/2022	22,940	199,591,856	573,247
5,197	Salisbury 2 (CDC Contract)	Rowan	9/29/2022	22,940	350,173,509	1,447,541
5,198	Salisbury 2 (CDC Contract)	Rowan	9/27/2022	22,940	202,009,235	741,940
5,199	Salisbury 2 (CDC Contract)	Rowan	9/15/2022	22,940	342,295,887	1,294,046
5,200	Salisbury 2 (CDC Contract)	Rowan	9/13/2022	22,940	383,997,330	1,059,204
5,201	Salisbury 2 (CDC Contract)	Rowan	9/8/2022	22,940	311,844,607	1,611,098
5,202	Salisbury 2 (CDC Contract)	Rowan	9/6/2022	22,940	281,425,138	1,767,328
5,203	Salisbury 2 (CDC Contract)	Rowan	9/1/2022	22,940	1,182,660,549	4,852,452
5,204	Salisbury 2 (CDC Contract)	Rowan	8/30/2022	22,940	378,642,650	1,463,407
5,205	Salisbury 2 (CDC Contract)	Rowan	8/25/2022	22,940	635,793,278	2,437,057
5,206	Salisbury 2 (CDC Contract)	Rowan	8/23/2022	22,940	425,931,977	1,129,134
5,207	Salisbury 2 (CDC Contract)	Rowan	8/18/2022	22,940	488,112,533	1,707,866
5,208	Salisbury 2 (CDC Contract)	Rowan	8/16/2022	22,940	345,480,121	1,051,031
5,209	Salisbury 2 (CDC Contract)	Rowan	8/11/2022	22,940	509,713,444	1,905,569
5,210	Salisbury 2 (CDC Contract)	Rowan	8/9/2022	22,940	411,957,911	1,525,988
5,211	Salisbury 2 (CDC Contract)	Rowan	8/4/2022	22,940	445,171,124	1,653,059
5,212	Salisbury 2 (CDC Contract)	Rowan	8/2/2022	22,940	695,640,076	2,052,418
5,213	Salisbury 2 (CDC Contract)	Rowan	7/28/2022	22,940	904,459,287	3,233,709
5,214	Salisbury 2 (CDC Contract)	Rowan	7/26/2022	22,940	239,873,165	1,905,192
5,215	Salisbury 2 (CDC Contract)	Rowan	7/21/2022	22,940	1,069,320,273	3,885,021
5,216	Salisbury 2 (CDC Contract)	Rowan	7/19/2022	22,940	805,833,673	2,276,668
5,217	Salisbury 2 (CDC Contract)	Rowan	7/14/2022	22,940	561,860,873	2,761,515
5,218	Salisbury 2 (CDC Contract)	Rowan	7/12/2022	22,940	716,049,646	1,793,120
5,219	Salisbury 2 (CDC Contract)	Rowan	7/7/2022	22,940	800,558,258	2,166,808
5,220	Salisbury 2 (CDC Contract)	Rowan	7/5/2022	22,940	345,994,082	1,569,437
5,221	Salisbury 2 (CDC Contract)	Rowan	6/30/2022	22,940	512,040,787	1,894,403
5,222	Salisbury 2 (CDC Contract)	Rowan	6/28/2022	22,940	230,884,619	1,102,592
5,223	Salisbury 2 (CDC Contract)	Rowan	6/23/2022	22,940	342,060,203	1,422,737
5,224	Salisbury 2 (CDC Contract)	Rowan	6/21/2022	22,940	164,589,545	627,317
5,225	Salisbury 2 (CDC Contract)	Rowan	6/16/2022	22,940	264,976,724	967,345
5,226	Salisbury 2 (CDC Contract)	Rowan	6/14/2022	22,940	351,904,835	1,272,427
5,227	South Durham	Durham	5/17/2023	108,105	5,480,881	15,498
5,228	South Durham	Durham	5/13/2023	108,105	4,449,822	12,459
5,229	South Durham	Durham	5/10/2023	108,105	1,659,208	3,916
5,230	South Durham	Durham	5/6/2023	108,105	8,599,824	19,338
5,231	South Durham	Durham	5/3/2023	108,105	4,995,782	8,543
5,232	South Durham	Durham	4/29/2023	108,105	2,375,849	7,068
5,233	South Durham	Durham	4/26/2023	108,105	16,095,067	35,088
5,234	South Durham	Durham	4/22/2023	108,105	975,247	0
5,235	South Durham	Durham	4/19/2023	108,105	4,330,175	8,648
5,236	South Durham	Durham	4/15/2023	108,105	2,005,778	4,243
5,237	South Durham	Durham	4/12/2023	108,105	2,597,759	4,496
5,238	South Durham	Durham	4/8/2023	108,105	13,474,339	32,889
5,239	South Durham	Durham	3/29/2023	108,105	14,300,872	26,520
5,240	South Durham	Durham	3/25/2023	108,105	5,010,784	11,730
5,241	South Durham	Durham	3/22/2023	108,105	9,521,672	21,581
5,242	South Durham	Durham	3/18/2023	108,105	10,641,639	25,975
5,243	South Durham	Durham	3/15/2023	108,105	6,591,819	12,806
5,244	South Durham	Durham	3/11/2023	108,105	8,324,678	19,978
5,245	South Durham	Durham	3/8/2023	108,105	8,582,803	18,855
5,246	South Durham	Durham	3/4/2023	108,105	7,944,546	13,191
5,247	South Durham	Durham	3/1/2023	108,105	6,739,251	15,906
5,248	South Durham	Durham	2/25/2023	108,105	9,088,737	21,102
5,249	South Durham	Durham	2/22/2023	108,105	13,587,770	29,850
5,250	South Durham	Durham	2/18/2023	108,105	33,484,472	70,834
5,251	South Durham	Durham	2/15/2023	108,105	10,824,197	17,972
5,252	South Durham	Durham	2/11/2023	108,105	39,389,450	93,742
5,253	South Durham	Durham	2/8/2023	108,105	14,587,197	32,294
5,254	South Durham	Durham	2/4/2023	108,105	16,655,232	29,728
5,255	South Durham	Durham	2/1/2023	108,105	23,870,777	49,044
5,256	South Durham	Durham	1/28/2023	108,105	48,152,909	78,581
5,257	South Durham	Durham	1/25/2023	108,105	11,239,916	20,709
5,258	South Durham	Durham	1/21/2023	108,105	30,052,719	69,214
5,259	South Durham	Durham	1/18/2023	108,105	12,560,539	29,163
5,260	South Durham	Durham	1/14/2023	108,105	31,178,460	71,807
5,261	South Durham	Durham	1/11/2023	108,105	25,932,015	57,858
5,262	South Durham	Durham	1/7/2023	108,105	48,941,298	114,564
5,263	South Durham	Durham	1/4/2023	108,105	93,312,869	240,078
5,264	South Durham	Durham	12/31/2022	108,105	64,478,973	177,059
5,265	South Durham	Durham	12/28/2022	108,105	100,340,459	265,330
5,266	South Durham	Durham	12/21/2022	108,105	14,104,705	35,027
5,267	South Durham	Durham	12/17/2022	108,105	11,732,343	15,025
5,268	South Durham	Durham	12/14/2022	108,105	28,490,742	68,374
5,269	South Durham	Durham	12/10/2022	108,105	17,088,173	38,426
5,270	South Durham	Durham	12/7/2022	108,105	12,402,753	30,274
5,271	South Durham	Durham	12/3/2022	108,105	8,897,278	22,095
5,272	South Durham	Durham	11/30/2022	108,105	10,212,837	24,717
5,273	South Durham	Durham	11/23/2022	108,105	8,212,038	23,931
5,274	South Durham	Durham	11/19/2022	108,105	17,859,013	50,498
5,275	South Durham	Durham	11/16/2022	108,105	10,283,430	26,458
5,276	South Durham	Durham	11/12/2022	108,105	9,928,737	28,355
5,277	South Durham	Durham	11/9/2022	108,105	3,548,262	9,470
5,278	South Durham	Durham	11/5/2022	108,105	6,936,271	17,687
5,279	South Durham	Durham	11/2/2022	108,105	2,861,852	7,233
5,280	South Durham	Durham	10/29/2022	108,105	7,809,896	20,094
5,281	South Durham	Durham	10/26/2022	108,105	15,665,643	39,592
5,282	South Durham	Durham	10/22/2022	108,105	12,479,050	31,820
5,283	South Durham	Durham	10/19/2022	108,105	10,416,057	27,543
5,284	South Durham	Durham	10/15/2022	108,105	4,143,718	11,489
5,285	South Durham	Durham	10/12/2022	108,105	3,413,363	9,652
5,286	South Durham	Durham	10/8/2022	108,105	19,225,457	54,905
5,287	South Durham	Durham	10/5/2022	108,105	1,730,395	4,373
5,288	South Durham	Durham	10/1/2022	108,105	108,198	0
5,289	South Durham	Durham	9/28/2022	108,105	11,853,498	29,957
5,290	South Durham	Durham	9/24/2022	108,105	17,162,334	44,966
5,291	South Durham	Durham	9/21/2022	108,105	12,488,912	32,424
5,292	South Durham	Durham	9/17/2022	108,105	22,824,164	64,537
5,293	South Durham	Durham	9/14/2022	108,105	21,013,250	55,565
5,294	South Durham	Durham	9/10/2022	108,105	30,153,924	81,240
5,295	South Durham	Durham	9/7/2022	108,105	31,570,958	95,917
5,296	South Durham	Durham	9/3/2022	108,105	20,764,828	61,135
5,297	South Durham	Durham	8/31/2022	108,105	38,777,251	108,570
5,298	South Durham	Durham	8/27/2022	108,105	14,470,602	40,515
5,299	South Durham	Durham	8/24/2022	108,105	21,215,265	56,624
5,300	South Durham	Durham	8/20/2022	108,105	15,686,034	45,249
5,301	South Durham	Durham	8/17/2022	108,105	23,748,977	67,823
5,302	South Durham	Durham	8/13/2022	108,105	15,461,089	45,056
5,303	South Durham	Durham	8/10/2022	108,105	17,413,957	50,234
5,304	South Durham	Durham	8/6/2022	108,105	25,313,228	73,021
5,305	South Durham	Durham	8/3/2022	108,105	30,663,603	82,614
5,306	South Durham	Durham	7/30/2022	108,105	27,717,513	67,082
5,307	South Durham	Durham	7/27/2022	108,105	16,964,599	43,647
5,308	South Durham	Durham	7/23/2022	108,105	26,326,039	58,737
5,309	South Durham	Durham	7/20/2022	108,105	25,438,768	64,865
5,310	South Durham	Durham	7/16/2022	108,105	5,374,087	12,278
5,311	South Durham	Durham	7/13/2022	108,105	30,726,502	75,000
5,312	South Durham	Durham	7/9/2022	108,105	27,856,467	83,741
5,313	South Durham	Durham	7/6/2022	108,105	8,491,370	25,000
5,314	South Durham	Durham	7/2/2022	108,105	18,443,486	50,646
5,315	South Durham	Durham	6/29/2022	108,105	23,300,375	59,948
5,316	South Durham	Durham	6/25/2022	108,105	18,381,276	48,606
5,317	South Durham	Durham	6/22/2022	108,105	9,885,130	27,951
5,318	South Durham	Durham	6/18/2022	108,105	12,940,017	32,703
5,319	South Durham	Durham	6/15/2022	108,105	21,958,383	57,009
5,320	South Durham	Durham	6/11/2022	108,105	12,677,749	32,326
5,321	South Durham	Durham	6/8/2022	108,105	27,179,614	76,852
5,322	South Durham	Durham	6/4/2022	108,105	14,895,764	41,706
5,323	South Durham	Durham	6/1/2022	108,105	106,202,929	291,633
5,324	South Durham	Durham	5/28/2022	108,105	29,060,080	82,991
5,325	South Durham	Durham	5/25/2022	108,105	21,614,349	55,114
5,326	South Durham	Durham	5/21/2022	108,105	33,098,415	99,499
5,327	South Durham	Durham	5/18/2022	108,105	16,821,285	47,097
5,328	South Durham	Durham	5/14/2022	108,105	15,322,022	40,144
5,329	South Durham	Durham	5/11/2022	108,105	59,351,523	155,503
5,330	South Durham	Durham	5/7/2022	108,105	24,985,087	67,315
5,331	South Durham	Durham	5/4/2022	108,105	27,575,066	75,000
5,332	South Durham	Durham	4/30/2022	108,105	15,938,326	44,625
5,333	South Durham	Durham	4/27/2022	108,105	19,880,084	53,561
5,334	South Durham	Durham	4/23/2022	108,105	10,412,214	27,032
5,335	South Durham	Durham	4/20/2022	108,105	21,300,206	39,500
5,336	South Durham	Durham	4/16/2022	108,105	21,275,695	54,250
5,337	South Durham	Durham	4/13/2022	108,105	16,599,720	41,952
5,338	South Durham	Durham	4/9/2022	108,105	14,671,972	36,755
5,339	South Durham	Durham	4/6/2022	108,105	6,297,289	16,202
5,340	South Durham	Durham	4/2/2022	108,105	7,113,959	13,727
5,341	South Durham	Durham	3/30/2022	108,105	3,179,025	8,329
5,342	South Durham	Durham	3/26/2022	108,105	3,677,889	8,471
5,343	South Durham	Durham	3/23/2022	108,105	3,514,904	7,842
5,344	South Durham	Durham	3/19/2022	108,105	3,867,165	4,583
5,345	South Durham	Durham	3/16/2022	108,105	1,913,108	4,108
5,346	South Durham	Durham	3/12/2022	108,105	2,907,621	6,538
5,347	South Durham	Durham	3/9/2022	108,105	1,236,765	3,240
5,348	South Durham	Durham	3/5/2022	108,105	565,410	0
5,349	South Durham	Durham	3/2/2022	108,105	1,448,461	3,536
5,350	South Durham	Durham	2/26/2022	108,105	5,214,460	12,728
5,351	South Durham	Durham	2/23/2022	108,105	7,470,466	18,235
5,352	South Durham	Durham	2/19/2022	108,105	4,898,311	12,490
5,353	South Durham	Durham	2/16/2022	108,105	5,219,487	12,740
5,354	South Durham	Durham	2/12/2022	108,105	4,290,255	10,562
5,355	South Durham	Durham	2/9/2022	108,105	3,022,094	6,538
5,356	South Durham	Durham	2/5/2022	108,105	14,416,507	40,364
5,357	South Durham	Durham	2/2/2022	108,105	13,608,951	35,986
5,358	South Durham	Durham	1/29/2022	108,105	46,239,204	122,270
5,359	South Durham	Durham	1/26/2022	108,105	42,637,345	104,970
5,360	South Durham	Durham	1/22/2022	108,105	37,299,391	86,603
5,361	South Durham	Durham	1/19/2022	108,105	68,254,197	113,990
5,362	South Durham	Durham	1/15/2022	108,105	49,716,210	122,398
5,363	South Durham	Durham	1/12/2022	108,105	34,740,206	78,740
5,364	South Durham	Durham	1/8/2022	108,105	59,321,782	159,824
5,365	South Durham	Durham	1/5/2022	108,105	130,715,490	131,909
5,366	South Durham	Durham	12/29/2021	108,105	26,966,194	85,568
5,367	South Durham	Durham	12/22/2021	108,105	12,933,060	37,308
5,368	South Durham	Durham	12/18/2021	108,105	6,936,770	21,301
5,369	South Durham	Durham	12/15/2021	108,105	4,889,712	13,964
5,370	South Durham	Durham	12/11/2021	108,105	6,075,359	18,458
5,371	South Durham	Durham	12/8/2021	108,105	5,233,319	15,732
5,372	South Durham	Durham	12/4/2021	108,105	3,879,422	9,634
5,373	South Durham	Durham	12/1/2021	108,105	3,222,610	8,367
5,374	South Durham	Durham	11/24/2021	108,105	2,754,677	6,344
5,375	South Durham	Durham	11/20/2021	108,105	2,395,967	6,164
5,376	South Durham	Durham	11/17/2021	108,105	8,181,115	20,676
5,377	South Durham	Durham	11/13/2021	108,105	3,443,602	8,478
5,378	South Durham	Durham	11/10/2021	108,105	2,007,948	4,943
5,379	South Durham	Durham	11/6/2021	108,105	712,418	0
5,380	South Durham	Durham	11/3/2021	108,105	3,230,385	7,953
5,381	South Durham	Durham	10/30/2021	108,105	22,545,828	56,480
5,382	South Durham	Durham	10/27/2021	108,105	2,547,697	6,614
5,383	South Durham	Durham	10/23/2021	108,105	7,729,071	19,534
5,384	South Durham	Durham	10/20/2021	108,105	4,884,193	10,897
5,385	South Durham	Durham	10/16/2021	108,105	17,218,009	42,390
5,386	South Durham	Durham	10/13/2021	108,105	9,294,776	21,407
5,387	South Durham	Durham	10/9/2021	108,105	3,202,209	7,750
5,388	South Durham	Durham	10/6/2021	108,105	8,342,330	20,717
5,389	South Durham	Durham	10/2/2021	108,105	15,131,208	36,313
5,390	South Durham	Durham	9/29/2021	108,105	38,317,506	92,736
5,391	South Durham	Durham	9/25/2021	108,105	17,346,644	33,931
5,392	South Durham	Durham	9/22/2021	108,105	16,613,974	38,891
5,393	South Durham	Durham	9/18/2021	108,105	4,731,914	10,811
5,394	South Durham	Durham	9/15/2021	108,105	22,095,726	49,687
5,395	South Durham	Durham	9/11/2021	108,105	8,971,088	21,000
5,396	South Durham	Durham	9/8/2021	108,105	1,723,224	3,937
5,397	South Durham	Durham	9/4/2021	108,105	3,360,974	7,272
5,398	South Durham	Durham	9/1/2021	108,105	13,299,323	29,906
5,399	South Durham	Durham	8/28/2021	108,105	22,992,699	49,371
5,400	South Durham	Durham	8/25/2021	108,105	29,727,743	64,807
5,401	South Durham	Durham	8/21/2021	108,105	2,888,941	5,612
5,402	South Durham	Durham	8/18/2021	108,105	14,048,783	30,627
5,403	South Durham	Durham	8/14/2021	108,105	15,634,235	34,882
5,404	South Durham	Durham	8/11/2021	108,105	2,752,257	6,093
5,405	South Durham	Durham	8/7/2021	108,105	18,826,371	43,359
5,406	South Durham	Durham	8/4/2021	108,105	16,338,800	38,247
5,407	South Durham	Durham	7/31/2021	108,105	14,907,491	33,522
5,408	South Durham	Durham	7/28/2021	108,105	3,017,067	6,731
5,409	South Durham	Durham	7/24/2021	108,105	4,892,156	10,747
5,410	South Durham	Durham	7/21/2021	108,105	928,352	0
5,411	South Durham	Durham	7/17/2021	108,105	503,275	0
5,412	South Durham	Durham	7/14/2021	108,105	2,984,303	6,457
5,413	South Durham	Durham	7/10/2021	108,105	207,032	0
5,414	South Durham	Durham	7/7/2021	108,105	697,750	0
5,415	South Durham	Durham	7/3/2021	108,105	1,121,973	2,739
5,416	South Durham	Durham	6/30/2021	108,105	8,680,642	21,009
5,417	South Durham	Durham	6/26/2021	108,105	1,377,650	3,122
5,418	South Durham	Durham	6/22/2021	108,105	76,987	0
5,419	South Durham	Durham	6/19/2021	108,105	67,416	0
5,420	South Durham	Durham	6/15/2021	108,105	62,329	0
5,421	South Durham	Durham	6/11/2021	108,105	89,055	0
5,422	South Durham	Durham	6/8/2021	108,105	1,626,446	6,354
5,423	South Durham	Durham	6/4/2021	108,105	99,875	0
5,424	South Durham	Durham	6/1/2021	108,105	295,505	0
5,425	South Durham	Durham	5/28/2021	108,105	84,477	0
5,426	South Durham	Durham	5/26/2021	108,105	82,501	0
5,427	South Durham	Durham	5/22/2021	108,105	73,138	0
5,428	South Durham	Durham	5/19/2021	108,105	999,455	3,717
5,429	South Durham	Durham	5/15/2021	108,105	1,068,371	4,123
5,430	South Durham	Durham	5/12/2021	108,105	67,832	0
5,431	South Durham	Durham	5/8/2021	108,105	67,624	0
5,432	South Durham	Durham	5/5/2021	108,105	708,470	2,449
5,433	South Durham	Durham	5/1/2021	108,105	2,173,880	8,551
5,434	South Durham	Durham	4/27/2021	108,105	836,132	3,373
5,435	South Durham	Durham	4/24/2021	108,105	1,008,103	3,976
5,436	South Durham	Durham	4/21/2021	108,105	1,092,758	4,183
5,437	South Durham	Durham	4/17/2021	108,105	2,945,866	11,369
5,438	South Durham	Durham	4/14/2021	108,105	305,290	0
5,439	South Durham	Durham	4/10/2021	108,105	3,029,051	11,473
5,440	South Durham	Durham	4/7/2021	108,105	4,807,957	17,972
5,441	South Durham	Durham	4/3/2021	108,105	78,131	0
5,442	South Durham	Durham	3/31/2021	108,105	1,843,205	6,638
5,443	South Durham	Durham	3/27/2021	108,105	295,024	0
5,444	South Durham	Durham	3/24/2021	108,105	1,337,610	5,000
5,445	South Durham	Durham	3/20/2021	108,105	1,830,173	5,953
5,446	South Durham	Durham	3/17/2021	108,105	845,635	3,000
5,447	South Durham	Durham	3/13/2021	108,105	1,631,249	6,270
5,448	South Durham	Durham	3/10/2021	108,105	2,395,094	9,487
5,449	South Durham	Durham	3/6/2021	108,105	1,502,185	5,500
5,450	South Durham	Durham	3/3/2021	108,105	2,029,058	6,874
5,451	South Durham	Durham	2/27/2021	108,105	3,786,101	11,478
5,452	South Durham	Durham	2/24/2021	108,105	1,716,055	5,339
5,453	South Durham	Durham	2/20/2021	108,105	645,422	0
5,454	South Durham	Durham	2/17/2021	108,105	1,289,460	0
5,455	South Durham	Durham	2/13/2021	108,105	5,639,858	14,900
5,456	South Durham	Durham	2/3/2021	108,105	4,163,722	13,024
5,457	South Durham	Durham	1/30/2021	108,105	14,001,831	47,434
5,458	South Durham	Durham	1/27/2021	108,105	3,341,513	9,940
5,459	South Durham	Durham	1/23/2021	108,105	9,175,649	37,650
5,460	South Durham	Durham	1/20/2021	108,105	7,293,924	28,931
5,461	South Durham	Durham	1/16/2021	108,105	9,457,961	35,587
5,462	South Durham	Durham	1/13/2021	108,105	8,714,805	30,241
5,463	South Durham	Durham	1/9/2021	108,105	10,454,320	34,357
5,464	South Durham	Durham	1/6/2021	108,105	6,952,582	21,489
5,465	Spruce Pine (CDC Contract)	Mitchell	5/17/2023	3,500	132,880,705	217,841
5,466	Spruce Pine (CDC Contract)	Mitchell	5/15/2023	3,500	31,542,388	57,637
5,467	Spruce Pine (CDC Contract)	Mitchell	5/10/2023	3,500	97,932,960	140,823
5,468	Spruce Pine (CDC Contract)	Mitchell	5/8/2023	3,500	52,731,390	89,790
5,469	Spruce Pine (CDC Contract)	Mitchell	5/3/2023	3,500	166,873,870	290,570
5,470	Spruce Pine (CDC Contract)	Mitchell	5/1/2023	3,500	158,943,194	251,643
5,471	Spruce Pine (CDC Contract)	Mitchell	4/26/2023	3,500	309,334,842	514,411
5,472	Spruce Pine (CDC Contract)	Mitchell	4/24/2023	3,500	163,499,609	316,924
5,473	Spruce Pine (CDC Contract)	Mitchell	4/19/2023	3,500	446,676,421	761,991
5,474	Spruce Pine (CDC Contract)	Mitchell	4/17/2023	3,500	279,420,262	553,219
5,475	Spruce Pine (CDC Contract)	Mitchell	4/12/2023	3,500	234,712,219	401,139
5,476	Spruce Pine (CDC Contract)	Mitchell	4/10/2023	3,500	340,862,631	568,887
5,477	Spruce Pine (CDC Contract)	Mitchell	4/5/2023	3,500	769,617,343	1,231,128
5,478	Spruce Pine (CDC Contract)	Mitchell	4/3/2023	3,500	265,542,868	435,323
5,479	Spruce Pine (CDC Contract)	Mitchell	3/29/2023	3,500	284,582,099	438,543
5,480	Spruce Pine (CDC Contract)	Mitchell	3/27/2023	3,500	2,326,881,271	3,781,101
5,481	Spruce Pine (CDC Contract)	Mitchell	3/22/2023	3,500	394,255,081	612,656
5,482	Spruce Pine (CDC Contract)	Mitchell	3/20/2023	3,500	504,234,766	874,705
5,483	Spruce Pine (CDC Contract)	Mitchell	3/15/2023	3,500	2,565,787,175	3,706,781
5,484	Spruce Pine (CDC Contract)	Mitchell	3/14/2023	3,500	211,696,985	280,827
5,485	Spruce Pine (CDC Contract)	Mitchell	3/8/2023	3,500	145,118,943	182,307
5,486	Spruce Pine (CDC Contract)	Mitchell	3/6/2023	3,500	161,694,908	207,069
5,487	Spruce Pine (CDC Contract)	Mitchell	3/1/2023	3,500	499,325,614	723,635
5,488	Spruce Pine (CDC Contract)	Mitchell	2/27/2023	3,500	661,843,238	968,265
5,489	Spruce Pine (CDC Contract)	Mitchell	2/22/2023	3,500	484,830,054	696,081
5,490	Spruce Pine (CDC Contract)	Mitchell	2/15/2023	3,500	148,562,271	233,211
5,491	Spruce Pine (CDC Contract)	Mitchell	2/8/2023	3,500	1,679,038,489	3,117,364
5,492	Spruce Pine (CDC Contract)	Mitchell	2/6/2023	3,500	1,105,508,568	2,020,077
5,493	Spruce Pine (CDC Contract)	Mitchell	2/1/2023	3,500	209,594,600	314,598
5,494	Spruce Pine (CDC Contract)	Mitchell	1/30/2023	3,500	527,670,890	866,585
5,495	Spruce Pine (CDC Contract)	Mitchell	1/25/2023	3,500	813,030,793	1,361,834
5,496	Spruce Pine (CDC Contract)	Mitchell	1/23/2023	3,500	638,976,940	1,040,143
5,497	Spruce Pine (CDC Contract)	Mitchell	1/17/2023	3,500	477,794,835	788,878
5,498	Spruce Pine (CDC Contract)	Mitchell	1/11/2023	3,500	595,820,168	963,109
5,499	Spruce Pine (CDC Contract)	Mitchell	1/9/2023	3,500	483,899,135	790,487
5,500	Spruce Pine (CDC Contract)	Mitchell	1/4/2023	3,500	2,127,447,801	3,444,919
5,501	Spruce Pine (CDC Contract)	Mitchell	12/27/2022	3,500	1,872,339,208	3,329,181
5,502	Spruce Pine (CDC Contract)	Mitchell	12/19/2022	3,500	1,153,724,428	2,236,351
5,503	Spruce Pine (CDC Contract)	Mitchell	12/14/2022	3,500	445,482,756	753,008
5,504	Spruce Pine (CDC Contract)	Mitchell	12/12/2022	3,500	646,138,972	1,171,418
5,505	Spruce Pine (CDC Contract)	Mitchell	12/7/2022	3,500	448,858,735	688,254
5,506	Spruce Pine (CDC Contract)	Mitchell	12/5/2022	3,500	684,477,212	1,210,079
5,507	Spruce Pine (CDC Contract)	Mitchell	11/28/2022	3,500	711,431,774	1,405,541
5,508	Spruce Pine (CDC Contract)	Mitchell	11/21/2022	3,500	353,493,866	726,316
5,509	Spruce Pine (CDC Contract)	Mitchell	11/16/2022	3,500	503,177,751	642,598
5,510	Spruce Pine (CDC Contract)	Mitchell	11/14/2022	3,500	49,052,534	85,574
5,511	Spruce Pine (CDC Contract)	Mitchell	11/9/2022	3,500	299,913,994	515,431
5,512	Spruce Pine (CDC Contract)	Mitchell	11/7/2022	3,500	249,407,646	439,245
5,513	Spruce Pine (CDC Contract)	Mitchell	10/31/2022	3,500	239,393,045	391,929
5,514	Spruce Pine (CDC Contract)	Mitchell	10/24/2022	3,500	54,216,941	123,776
5,515	Spruce Pine (CDC Contract)	Mitchell	10/19/2022	3,500	51,590,489	111,974
5,516	Spruce Pine (CDC Contract)	Mitchell	10/17/2022	3,500	76,172,600	154,451
5,517	Spruce Pine (CDC Contract)	Mitchell	10/12/2022	3,500	223,729,847	424,767
5,518	Spruce Pine (CDC Contract)	Mitchell	10/10/2022	3,500	82,682,463	173,353
5,519	Spruce Pine (CDC Contract)	Mitchell	10/3/2022	3,500	41,700,782	93,584
5,520	Spruce Pine (CDC Contract)	Mitchell	9/28/2022	3,500	253,121,476	401,453
5,521	Spruce Pine (CDC Contract)	Mitchell	9/26/2022	3,500	69,235,604	148,184
5,522	Spruce Pine (CDC Contract)	Mitchell	9/14/2022	3,500	190,362,977	355,577
5,523	Spruce Pine (CDC Contract)	Mitchell	9/12/2022	3,500	435,524,453	705,233
5,524	Spruce Pine (CDC Contract)	Mitchell	9/6/2022	3,500	1,034,219,712	583,076
5,525	Spruce Pine (CDC Contract)	Mitchell	8/31/2022	3,500	513,324,517	834,134
5,526	Spruce Pine (CDC Contract)	Mitchell	8/29/2022	3,500	1,017,486,938	2,261,475
5,527	Spruce Pine (CDC Contract)	Mitchell	8/24/2022	3,500	1,219,617,358	2,181,169
5,528	Spruce Pine (CDC Contract)	Mitchell	8/22/2022	3,500	577,944,522	1,099,528
5,529	Spruce Pine (CDC Contract)	Mitchell	8/17/2022	3,500	1,126,179,649	2,404,784
5,530	Spruce Pine (CDC Contract)	Mitchell	8/15/2022	3,500	996,935,353	2,363,517
5,531	Spruce Pine (CDC Contract)	Mitchell	8/10/2022	3,500	652,051,186	1,177,519
5,532	Spruce Pine (CDC Contract)	Mitchell	8/8/2022	3,500	2,894,406,803	5,288,900
5,533	Spruce Pine (CDC Contract)	Mitchell	8/3/2022	3,500	2,795,664,481	5,048,605
5,534	Spruce Pine (CDC Contract)	Mitchell	8/1/2022	3,500	4,267,008,332	7,319,661
5,535	Spruce Pine (CDC Contract)	Mitchell	7/27/2022	3,500	435,145,409	705,856
5,536	Spruce Pine (CDC Contract)	Mitchell	7/25/2022	3,500	1,520,857,824	2,869,781
5,537	Spruce Pine (CDC Contract)	Mitchell	7/20/2022	3,500	530,353,966	814,565
5,538	Spruce Pine (CDC Contract)	Mitchell	7/18/2022	3,500	1,595,617,672	2,707,002
5,539	Spruce Pine (CDC Contract)	Mitchell	7/13/2022	3,500	389,293,063	827,454
5,540	Spruce Pine (CDC Contract)	Mitchell	7/11/2022	3,500	710,409,848	1,062,862
5,541	Spruce Pine (CDC Contract)	Mitchell	7/6/2022	3,500	2,517,382,561	4,458,974
5,542	Spruce Pine (CDC Contract)	Mitchell	7/5/2022	3,500	777,432,832	1,452,158
