"Date of sample","Treatment plant","Location of treatment plant","Number of residents","Inflow","Method","Uncertainties","Coronavirus result from the sample","Normalized RNA count"
"2024-02-26","Taskila","Oulu","200000","47614","qPCR C","","Detected","24862"
"2024-02-26","Alakorkalo","Rovaniemi","55000","16364","qPCR C","","Detected","37606"
"2024-02-26","Viinikanlahti","Tampere","200000","84831","qPCR C","","Detected","23518"
"2024-02-26","Kakolanmäki","Turku","300000","201702","qPCR C","","Detected","35825"
"2024-02-26","Pått","Vaasa","69500","19949","qPCR C","","Detected","8629"
"2024-02-19","Aggregated","Aggregated","","","qPCR C","","","19158"
"2024-02-19","Blominmäki","Espoo","390000","148341","qPCR C","","Detected","117842"
"2024-02-19","Viikinmäki","Helsinki","910000","325677","qPCR C","","Detected","18219"
"2024-02-19","Kuhasalo","Joensuu","98000","14271","qPCR C","","Detected","15441"
"2024-02-19","Nenäinniemi","Jyväskylä","154600","32265","qPCR C","","Detected","15135"
"2024-02-19","Lehtoniemi","Kuopio","95400","12965","qPCR C","","Detected","20590"
"2024-02-19","Taskila","Oulu","200000","43983","qPCR C","","Detected","35285"
"2024-02-19","Alakorkalo","Rovaniemi","55000","15579","qPCR C","","Detected","36499"
"2024-02-19","Viinikanlahti","Tampere","200000","73040","qPCR C","","Detected","14635"
"2024-02-19","Kakolanmäki","Turku","300000","121788","qPCR C","","Detected","15083"
"2024-02-19","Pått","Vaasa","69500","15392","qPCR C","","Detected","5185"
"2024-02-12","Aggregated","Aggregated","","","qPCR C","","","25971"
"2024-02-12","Blominmäki","Espoo","390000","92719","qPCR C","","Detected","40527"
"2024-02-12","Viikinmäki","Helsinki","910000","251566","qPCR C","","Detected","19434"
"2024-02-12","Kuhasalo","Joensuu","98000","14354","qPCR C","","Detected","14182"
"2024-02-12","Nenäinniemi","Jyväskylä","154600","30938","qPCR C","","Detected","35298"
"2024-02-12","Lehtoniemi","Kuopio","95400","12645","qPCR C","","Detected","24622"
"2024-02-12","Taskila","Oulu","200000","43802","qPCR C","","Detected","29157"
"2024-02-12","Alakorkalo","Rovaniemi","55000","15451","qPCR C","","Detected","97380"
"2024-02-12","Viinikanlahti","Tampere","200000","65892","qPCR C","","Detected","30351"
"2024-02-12","Kakolanmäki","Turku","300000","68812","qPCR C","","Detected","34373"
"2024-02-12","Pått","Vaasa","69500","15174","qPCR C","","Detected","15505"
"2024-02-05","Aggregated","Aggregated","","","qPCR C","","","41474"
"2024-02-05","Blominmäki","Espoo","390000","112814","qPCR C","","Detected","62110"
"2024-02-05","Viikinmäki","Helsinki","910000","303585","qPCR C","","Detected","44018"
"2024-02-05","Kuhasalo","Joensuu","98000","14368","qPCR C","","Detected","21006"
"2024-02-05","Nenäinniemi","Jyväskylä","154600","31752","qPCR C","","Detected","111963"
"2024-02-05","Lehtoniemi","Kuopio","95400","13420","qPCR C","","Detected","32140"
"2024-02-05","Taskila","Oulu","200000","45705","qPCR C","","Detected","36447"
"2024-02-05","Alakorkalo","Rovaniemi","55000","15124","qPCR C","","Detected","88533"
"2024-02-05","Viinikanlahti","Tampere","200000","68996","qPCR C","","Detected","44116"
"2024-02-05","Kakolanmäki","Turku","300000","89731","qPCR C","","Detected","43959"
"2024-02-05","Pått","Vaasa","69500","16039","qPCR C","","Detected","8734"
"2024-01-29","Aggregated","Aggregated","","","qPCR C","","","61221"
"2024-01-29","Blominmäki","Espoo","390000","100320","qPCR C","","Detected","58785"
"2024-01-29","Viikinmäki","Helsinki","910000","288572","qPCR C","","Detected","56863"
"2024-01-29","Kuhasalo","Joensuu","98000","14518","qPCR C","","Detected","27629"
"2024-01-29","Nenäinniemi","Jyväskylä","154600","32171","qPCR C","","Detected","68983"
"2024-01-29","Lehtoniemi","Kuopio","95400","20695","qPCR C","","Detected","58684"
"2024-01-29","Toikansuo","Lappeenranta","63000","11919","qPCR C","","Detected","43983"
"2024-01-29","Taskila","Oulu","200000","45083","qPCR C","","Detected","67062"
"2024-01-29","Alakorkalo","Rovaniemi","55000","14802","qPCR C","","Detected","105091"
"2024-01-29","Viinikanlahti","Tampere","200000","66431","qPCR C","","Detected","65180"
"2024-01-29","Kakolanmäki","Turku","300000","79041","qPCR C","","Detected","78699"
"2024-01-29","Pått","Vaasa","69500","15765","qPCR C","","Detected","30761"
"2024-01-22","Aggregated","Aggregated","","","qPCR C","","","53427"
"2024-01-22","Blominmäki","Espoo","390000","87270","qPCR C","","Detected","84618"
"2024-01-22","Viikinmäki","Helsinki","910000","232801","qPCR C","","Detected","41593"
"2024-01-22","Kuhasalo","Joensuu","98000","14523","qPCR C","","Detected","39269"
"2024-01-22","Nenäinniemi","Jyväskylä","154600","32040","qPCR C","","Detected","88524"
"2024-01-22","Lehtoniemi","Kuopio","95400","20737","qPCR C","","Detected","68131"
"2024-01-22","Taskila","Oulu","200000","42644","qPCR C","","Detected","69458"
"2024-01-22","Alakorkalo","Rovaniemi","55000","15458","qPCR C","","Detected","145587"
"2024-01-22","Viinikanlahti","Tampere","200000","64307","qPCR C","","Detected","90959"
"2024-01-22","Kakolanmäki","Turku","300000","60618","qPCR C","","Detected","41685"
"2024-01-22","Pått","Vaasa","69500","14237","qPCR C","","Detected","31752"
"2024-01-15","Aggregated","Aggregated","","","qPCR C","","","85773"
"2024-01-15","Blominmäki","Espoo","390000","87946","qPCR C","","Detected","119029"
"2024-01-15","Viikinmäki","Helsinki","910000","240970","qPCR C","","Detected","71185"
"2024-01-15","Kuhasalo","Joensuu","98000","15134","qPCR C","","Detected","63998"
"2024-01-15","Nenäinniemi","Jyväskylä","154600","32667","qPCR C","","Detected","114011"
"2024-01-15","Lehtoniemi","Kuopio","95400","13500","qPCR C","","Detected","66295"
"2024-01-15","Taskila","Oulu","200000","42876","qPCR C","","Detected","84036"
"2024-01-15","Alakorkalo","Rovaniemi","55000","14390","qPCR C","","Detected","301870"
"2024-01-15","Viinikanlahti","Tampere","200000","65491","qPCR C","(a)","Detected","88005"
"2024-01-15","Kakolanmäki","Turku","300000","61244","qPCR C","","Detected","116180"
"2024-01-15","Pått","Vaasa","69500","14260","qPCR C","","Detected","30528"
"2024-01-09","Lehtoniemi","Kuopio","95400","19103","qPCR C","","Detected","52795"
"2024-01-08","Aggregated","Aggregated","","","qPCR C","","","88932"
"2024-01-08","Blominmäki","Espoo","390000","87459","qPCR C","","Detected","143647"
"2024-01-08","Viikinmäki","Helsinki","910000","238634","qPCR C","","Detected","83000"
"2024-01-08","Kuhasalo","Joensuu","98000","15433","qPCR C","","Detected","46447"
"2024-01-08","Nenäinniemi","Jyväskylä","154600","33272","qPCR C","","Detected","123295"
"2024-01-08","Taskila","Oulu","200000","41317","qPCR C","","Detected","103390"
"2024-01-08","Alakorkalo","Rovaniemi","55000","15148","qPCR C","","Detected","270281"
"2024-01-08","Viinikanlahti","Tampere","200000","66915","qPCR C","","Detected","121380"
"2024-01-08","Kakolanmäki","Turku","300000","62683","qPCR C","","Detected","80306"
"2024-01-08","Pått","Vaasa","69500","15122","qPCR C","","Detected","34847"
"2023-12-18","Aggregated","Aggregated","","","qPCR C","","","260876"
"2023-12-18","Blominmäki","Espoo","390000","100779","qPCR C","","Detected","441510"
"2023-12-18","Viikinmäki","Helsinki","910000","267495","qPCR C","","Detected","255853"
"2023-12-18","Kuhasalo","Joensuu","98000","16492","qPCR C","","Detected","99246"
"2023-12-18","Nenäinniemi","Jyväskylä","154600","34077","qPCR C","","Detected","359608"
"2023-12-18","Lehtoniemi","Kuopio","95400","15607","qPCR C","","Detected","200676"
"2023-12-18","Toikansuo","Lappeenranta","63000","15092","qPCR C","","Detected","200138"
"2023-12-18","Taskila","Oulu","200000","43322","qPCR C","","Detected","203474"
"2023-12-18","Alakorkalo","Rovaniemi","55000","16700","qPCR C","","Detected","448230"
"2023-12-18","Viinikanlahti","Tampere","200000","66602","qPCR C","","Detected","385521"
"2023-12-18","Kakolanmäki","Turku","300000","76512","qPCR C","","Detected","286126"
"2023-12-18","Pått","Vaasa","69500","14584","qPCR C","","Detected","186432"
"2023-12-11","Aggregated","Aggregated","","","qPCR C","","","533480"
"2023-12-11","Blominmäki","Espoo","390000","83661","qPCR C","","Detected","591424"
"2023-12-11","Viikinmäki","Helsinki","910000","239752","qPCR C","","Detected","558502"
"2023-12-11","Kuhasalo","Joensuu","98000","16636","qPCR C","","Detected","212893"
"2023-12-11","Nenäinniemi","Jyväskylä","154600","33996","qPCR C","","Detected","419805"
"2023-12-11","Lehtoniemi","Kuopio","95400","15016","qPCR C","","Detected","289903"
"2023-12-11","Taskila","Oulu","200000","40725","qPCR C","","Detected","433690"
"2023-12-11","Alakorkalo","Rovaniemi","55000","15624","qPCR C","","Detected","687993"
"2023-12-11","Viinikanlahti","Tampere","200000","70668","qPCR C","","Detected","822421"
"2023-12-11","Kakolanmäki","Turku","300000","64915","qPCR C","","Detected","542353"
"2023-12-11","Pått","Vaasa","69500","14171","qPCR C","","Detected","287358"
"2023-12-04","Aggregated","Aggregated","","","qPCR C","","","225876"
"2023-12-04","Blominmäki","Espoo","390000","87101","qPCR C","","Detected","236426"
"2023-12-04","Viikinmäki","Helsinki","910000","236760","qPCR C","","Detected","257426"
"2023-12-04","Kuhasalo","Joensuu","98000","17859","qPCR C","","Detected","146840"
"2023-12-04","Nenäinniemi","Jyväskylä","154600","35025","qPCR C","","Detected","184664"
"2023-12-04","Lehtoniemi","Kuopio","95400","16485","qPCR C","","Detected","153661"
"2023-12-04","Taskila","Oulu","200000","41815","qPCR C","","Detected","108730"
"2023-12-04","Alakorkalo","Rovaniemi","55000","16457","qPCR C","(a)","Detected","58025"
"2023-12-04","Viinikanlahti","Tampere","200000","70163","qPCR C","","Detected","364691"
"2023-12-04","Kakolanmäki","Turku","300000","72695","qPCR C","","Detected","214962"
"2023-12-04","Pått","Vaasa","69500","14465","qPCR C","(a)","Detected","140923"
"2023-11-27","Aggregated","Aggregated","","","qPCR C","","","528642"
"2023-11-27","Blominmäki","Espoo","390000","96805","qPCR C","","Detected","643093"
"2023-11-27","Viikinmäki","Helsinki","910000","252836","qPCR C","","Detected","485207"
"2023-11-27","Kuhasalo","Joensuu","98000","17390","qPCR C","","Detected","424590"
"2023-11-27","Nenäinniemi","Jyväskylä","154600","37028","qPCR C","","Detected","562151"
"2023-11-27","Lehtoniemi","Kuopio","95400","16240","qPCR C","","Detected","571032"
"2023-11-27","Toikansuo","Lappeenranta","63000","13089","qPCR C","","Detected","323726"
"2023-11-27","Taskila","Oulu","200000","43366","qPCR C","","Detected","454478"
"2023-11-27","Alakorkalo","Rovaniemi","55000","16232","qPCR C","","Detected","593214"
"2023-11-27","Viinikanlahti","Tampere","200000","77206","qPCR C","","Detected","823853"
"2023-11-27","Pått","Vaasa","69500","15208","qPCR C","","Detected","498677"
"2023-11-20","Aggregated","Aggregated","","","qPCR C","","","483199"
"2023-11-20","Blominmäki","Espoo","390000","108432","qPCR C","","Detected","479904"
"2023-11-20","Viikinmäki","Helsinki","910000","289823","qPCR C","","Detected","404190"
"2023-11-20","Kuhasalo","Joensuu","98000","19804","qPCR C","","Detected","441535"
"2023-11-20","Nenäinniemi","Jyväskylä","154600","40117","qPCR C","","Detected","519593"
"2023-11-20","Lehtoniemi","Kuopio","95400","19927","qPCR C","","Detected","524791"
"2023-11-20","Taskila","Oulu","200000","42514","qPCR C","","Detected","513733"
"2023-11-20","Alakorkalo","Rovaniemi","55000","12523","qPCR C","","Detected","623354"
"2023-11-20","Viinikanlahti","Tampere","200000","86192","qPCR C","","Detected","728081"
"2023-11-20","Kakolanmäki","Turku","300000","87666","qPCR C","","Detected","529283"
"2023-11-20","Pått","Vaasa","69500","17101","qPCR C","","Detected","416978"
"2023-11-13","Aggregated","Aggregated","","","qPCR C","","","618725"
"2023-11-13","Blominmäki","Espoo","390000","185801","qPCR C","b","Detected","1233816"
"2023-11-13","Viikinmäki","Helsinki","910000","460614","qPCR C","","Detected","583546"
"2023-11-13","Kuhasalo","Joensuu","98000","23920","qPCR C","","Detected","669463"
"2023-11-13","Nenäinniemi","Jyväskylä","154600","49759","qPCR C","","Detected","839647"
"2023-11-13","Lehtoniemi","Kuopio","95400","23278","qPCR C","","Detected","596535"
"2023-11-13","Taskila","Oulu","200000","45542","qPCR C","","Detected","487639"
"2023-11-13","Alakorkalo","Rovaniemi","55000","16291","qPCR C","","Detected","895358"
"2023-11-13","Viinikanlahti","Tampere","200000","120201","qPCR C","","Detected","485745"
"2023-11-13","Kakolanmäki","Turku","300000","207020","qPCR C","","Detected","785277"
"2023-11-13","Pått","Vaasa","69500","21207","qPCR C","","Detected","860324"
"2023-11-06","Aggregated","Aggregated","","","qPCR C","","","380482"
"2023-11-06","Blominmäki","Espoo","390000","129250","qPCR C","","Detected","314323"
"2023-11-06","Viikinmäki","Helsinki","910000","319145","qPCR C","","Detected","398688"
"2023-11-06","Kuhasalo","Joensuu","98000","21199","qPCR C","","Detected","444943"
"2023-11-06","Nenäinniemi","Jyväskylä","154600","47519","qPCR C","","Detected","634525"
"2023-11-06","Lehtoniemi","Kuopio","95400","20449","qPCR C","","Detected","188279"
"2023-11-06","Taskila","Oulu","200000","48993","qPCR C","","Detected","479787"
"2023-11-06","Alakorkalo","Rovaniemi","55000","17172","qPCR C","","Detected","422876"
"2023-11-06","Viinikanlahti","Tampere","200000","127094","qPCR C","","Detected","306002"
"2023-11-06","Kakolanmäki","Turku","300000","126080","qPCR C","","Detected","330064"
"2023-11-06","Pått","Vaasa","69500","25311","qPCR C","","Detected","427696"
"2023-10-30","Aggregated","Aggregated","","","qPCR C","","","254590"
"2023-10-30","Blominmäki","Espoo","390000","91262","qPCR C","","Detected","309762"
"2023-10-30","Viikinmäki","Helsinki","910000","171000","qPCR C","c","Detected","163225"
"2023-10-30","Kuhasalo","Joensuu","98000","19121","qPCR C","","Detected","315701"
"2023-10-30","Nenäinniemi","Jyväskylä","154600","38007","qPCR C","","Detected","876516"
"2023-10-30","Lehtoniemi","Kuopio","95400","18250","qPCR C","","Detected","324236"
"2023-10-30","Taskila","Oulu","200000","46532","qPCR C","","Detected","282702"
"2023-10-30","Alakorkalo","Rovaniemi","55000","18455","qPCR C","","Detected","460424"
"2023-10-30","Viinikanlahti","Tampere","200000","76270","qPCR C","","Detected","229340"
"2023-10-30","Kakolanmäki","Turku","300000","66887","qPCR C","","Detected","432459"
"2023-10-30","Pått","Vaasa","69500","15679","qPCR C","","Detected","330191"
"2023-10-23","Aggregated","Aggregated","","","qPCR C","","","168181"
"2023-10-23","Blominmäki","Espoo","390000","105470","qPCR C","b","Detected","291880"
"2023-10-23","Viikinmäki","Helsinki","910000","290947","qPCR C","","Detected","165637"
"2023-10-23","Kuhasalo","Joensuu","98000","21344","qPCR C","","Detected","156880"
"2023-10-23","Nenäinniemi","Jyväskylä","154600","40779","qPCR C","","Detected","206806"
"2023-10-23","Lehtoniemi","Kuopio","95400","22804","qPCR C","","Detected","153907"
"2023-10-23","Toikansuo","Lappeenranta","63000","14352","qPCR C","","Detected","217335"
"2023-10-23","Taskila","Oulu","200000","36190","qPCR C","","Detected","155221"
"2023-10-23","Alakorkalo","Rovaniemi","55000","20040","qPCR C","","Detected","185720"
"2023-10-23","Viinikanlahti","Tampere","200000","70505","qPCR C","","Detected","154207"
"2023-10-23","Kakolanmäki","Turku","300000","76833","qPCR C","","Detected","211450"
"2023-10-23","Pått","Vaasa","69500","17744","qPCR C","","Detected","113860"
"2023-10-16","Aggregated","Aggregated","","","qPCR C","","","112760"
"2023-10-16","Blominmäki","Espoo","390000","174480","qPCR C","","Detected","75237"
"2023-10-16","Viikinmäki","Helsinki","910000","507344","qPCR C","","Detected","84823"
"2023-10-16","Kuhasalo","Joensuu","98000","28250","qPCR C","","Detected","102760"
"2023-10-16","Nenäinniemi","Jyväskylä","154600","51583","qPCR C","","Detected","108792"
"2023-10-16","Lehtoniemi","Kuopio","95400","26827","qPCR C","","Detected","129361"
"2023-10-16","Taskila","Oulu","200000","79016","qPCR C","","Detected","165914"
"2023-10-16","Viinikanlahti","Tampere","200000","105445","qPCR C","","Detected","139064"
"2023-10-16","Kakolanmäki","Turku","300000","130469","qPCR C","b","Detected","128874"
"2023-10-16","Pått","Vaasa","69500","26933","qPCR C","","Detected","171667"
"2023-10-09","Aggregated","Aggregated","","","qPCR C","","","66202"
"2023-10-09","Blominmäki","Espoo","390000","186967","qPCR C","","Detected","50129"
"2023-10-09","Viikinmäki","Helsinki","910000","445172","qPCR C","","Detected","43562"
"2023-10-09","Kuhasalo","Joensuu","98000","24698","qPCR C","","Detected","35448"
"2023-10-09","Nenäinniemi","Jyväskylä","154600","50184","qPCR C","","Detected","104860"
"2023-10-09","Lehtoniemi","Kuopio","95400","22332","qPCR C","","Detected","115000"
"2023-10-09","Taskila","Oulu","200000","72921","qPCR C","","Detected","86795"
"2023-10-09","Viinikanlahti","Tampere","200000","113881","qPCR C","","Detected","99376"
"2023-10-09","Kakolanmäki","Turku","300000","117847","qPCR C","","Detected","91821"
"2023-10-09","Pått","Vaasa","69500","20525","qPCR C","","Detected","73709"
"2023-10-02","Aggregated","Aggregated","","","qPCR C","","","43854"
"2023-10-02","Blominmäki","Espoo","390000","89940","qPCR C","","Detected","59433"
